name,category,price,quantity
SecureHold Industrial Circuit Breaker,Electrical,74.75,48
SecureHold Galvanized Adjustable Wrench 300mm,Tools,24.77,60
SureGrip Stainless Drill 1/4inch,Power Tools,250.61,20
AquaFlow Eco Hose Connector 16mm,Plumbing,27.83,63
ToolMight Multi-Purpose Door Handle,Hardware,49.23,85
ToolMight Galvanized Garden Fork,Garden,20.9,4
HardPro Multi-Purpose Utility Knife,Tools,49.16,33
HardPro Compact Switch 10mm,Electrical,13.05,96
IronWorks Eco Pruning Shears,Garden,123.33,26
IronWorks Galvanized Pipe (m),Plumbing,17.65,58
MasterCraft Industrial Hose Reel,Garden,53.53,32
MasterCraft Compact Tap Washer,Plumbing,72.73,46
SecureHold Industrial Impact Driver,Power Tools,281.89,2
ProFix Precision Pipe (m),Plumbing,74.16,61
SecureHold Compact Cabinet Knob,Hardware,4.86,90
IronWorks Precision Teflon Tape,Plumbing,50.9,31
AquaFlow Galvanized Teflon Tape,Plumbing,15.6,51
SureGrip Stainless Circular Saw,Power Tools,196.38,6
SecureHold Compact Sprayer,Garden,7.85,34
SureGrip Multi-Purpose Angle Grinder,Power Tools,463.22,25
AquaFlow Eco Cabinet Knob,Hardware,60.17,63
ToolMight Premium Circuit Breaker,Electrical,13.17,31
ToolMight Compact Jigsaw,Power Tools,57.94,25
SureGrip Compact Pipe (m),Plumbing,9.79,30
SecureHold Quick-Fit Work Gloves,Safety,33.02,52
ToolMight Galvanized Tape Measure 12mm,Tools,65.0,38
SureGrip Precision Anchor,Fasteners,13.65,146
ProFix Industrial Zip Ties Pack,Consumables,18.42,251
HardPro Quick-Fit Cable Clips Pack,Consumables,6.8,398
MasterCraft Industrial Cable Clips Pack,Consumables,27.29,386
ProFix Stainless Sprayer,Garden,40.12,45
MasterCraft Multi-Purpose Hammer 32mm,Tools,83.37,49
IronWorks Precision Hinge,Hardware,38.45,16
Voltix Premium Hinge,Hardware,56.29,21
Voltix Precision Garden Fork 10mm,Garden,27.23,47
Voltix Industrial Nut,Fasteners,9.71,103
ProFix Stainless Teflon Tape,Plumbing,14.18,41
IronWorks Quick-Fit Epoxy (ml),Paint & Adhesives,6.64,21
IronWorks Premium Pipe (m),Plumbing,73.1,65
ProFix Galvanized Circuit Breaker,Electrical,52.44,98
HardPro Multi-Purpose Handsaw,Tools,7.58,11
SecureHold Multi-Purpose Cable Clips Pack,Consumables,12.77,421
HardPro Galvanized Pruning Shears,Garden,11.18,8
ToolMight Heavy-Duty Pruning Shears,Garden,76.36,31
Voltix Eco LED Bulb 32mm,Electrical,62.32,85
ToolMight Stainless Lockset 25mm,Hardware,50.6,86
BrightBuild Precision Tap Washer,Plumbing,35.46,16
BrightBuild Compact Door Handle,Hardware,12.18,67
AquaFlow Industrial Handsaw,Tools,137.81,35
SecureHold Compact Sandpaper Pack,Consumables,18.13,254
HardPro Industrial Wire (m),Electrical,35.02,21
MasterCraft Premium Screwdriver Set 10mm,Tools,45.17,48
MasterCraft Multi-Purpose Pruning Shears,Garden,111.06,41
Voltix Eco Bolt,Fasteners,12.05,113
MasterCraft Compact Hose Reel,Garden,139.66,57
ProFix Industrial Work Gloves,Safety,28.3,41
ProFix Stainless Dust Mask 1/4inch,Safety,23.44,191
MasterCraft Premium Hose Connector 1/4inch,Plumbing,72.2,21
SureGrip Quick-Fit Lockset 12mm,Hardware,6.32,41
MasterCraft Multi-Purpose Safety Glasses,Safety,24.24,196
Voltix Stainless Garden Fork,Garden,66.44,29
ToolMight Premium Garden Fork 1/2inch,Garden,91.78,45
IronWorks Compact Lockset 300mm,Hardware,11.07,51
AquaFlow Precision Zip Ties Pack 25mm,Consumables,6.21,493
MasterCraft Quick-Fit Utility Knife 1/2inch,Tools,37.76,28
MasterCraft Multi-Purpose Work Gloves,Safety,54.28,111
AquaFlow Quick-Fit Work Gloves 250mm,Safety,45.71,191
ToolMight Compact Garden Fork 25mm,Garden,42.28,18
AquaFlow Galvanized Pipe (m),Plumbing,41.03,6
IronWorks Compact Door Handle 10mm,Hardware,63.52,61
BrightBuild Compact Ball Valve,Plumbing,28.69,29
HardPro Stainless Zip Ties Pack 16mm,Consumables,16.76,404
Voltix Galvanized Washer,Fasteners,1.79,77
BrightBuild Galvanized Garden Fork 300mm,Garden,8.35,9
SureGrip Stainless Pruning Shears,Garden,93.12,10
MasterCraft Compact Hose Connector 32mm,Plumbing,95.65,43
ToolMight Industrial Sandpaper Pack 1/2inch,Consumables,8.72,389
MasterCraft Galvanized Ear Protection,Safety,42.92,177
SureGrip Multi-Purpose Tap Washer,Plumbing,34.69,5
ProFix Industrial Tap Washer,Plumbing,44.41,58
IronWorks Premium Pipe (m),Plumbing,15.88,25
SecureHold Industrial Bolt 12mm,Fasteners,0.73,53
MasterCraft Stainless Interior Paint (L),Paint & Adhesives,4.74,67
IronWorks Multi-Purpose Exterior Paint (L),Paint & Adhesives,52.28,12
HardPro Industrial Ear Protection,Safety,57.28,26
Voltix Heavy-Duty Hose Connector 20mm,Plumbing,75.13,50
SureGrip Quick-Fit Exterior Paint (L),Paint & Adhesives,35.73,51
Voltix Heavy-Duty Dust Mask 1/2inch,Safety,58.79,165
BrightBuild Eco Garden Fork 32mm,Garden,155.16,9
SecureHold Compact Anchor,Fasteners,14.54,167
HardPro Compact Epoxy (ml),Paint & Adhesives,5.43,43
MasterCraft Multi-Purpose Lockset 10mm,Hardware,2.29,54
MasterCraft Industrial Ear Protection,Safety,27.7,164
IronWorks Eco Work Gloves 10mm,Safety,7.53,64
IronWorks Heavy-Duty Washer 16mm,Fasteners,1.53,159
ToolMight Stainless Door Handle 1/4inch,Hardware,65.14,90
Voltix Stainless Zip Ties Pack,Consumables,23.63,154
ProFix Eco Garden Fork,Garden,28.23,46
ProFix Industrial Zip Ties Pack 25mm,Consumables,17.45,110
SureGrip Industrial Safety Glasses,Safety,50.41,36
ProFix Precision Tape Measure 300mm,Tools,15.61,35
BrightBuild Eco Tape Measure,Tools,124.25,48
ProFix Multi-Purpose Pipe (m),Plumbing,98.75,29
SureGrip Heavy-Duty Cable Clips Pack 1/4inch,Consumables,25.07,341
AquaFlow Stainless Wood Glue (ml),Paint & Adhesives,44.96,19
BrightBuild Stainless Safety Glasses,Safety,4.31,158
MasterCraft Eco Screwdriver Set 25mm,Tools,29.97,18
SureGrip Industrial Circular Saw,Power Tools,439.29,7
ToolMight Galvanized Garden Fork,Garden,13.33,20
IronWorks Galvanized Dust Mask,Safety,17.94,36
Voltix Compact Nails Pack,Consumables,14.93,343
HardPro Stainless Hammer,Tools,49.15,20
IronWorks Industrial Utility Knife 32mm,Tools,46.37,11
ToolMight Precision Pruning Shears,Garden,39.35,41
Voltix Multi-Purpose Door Handle,Hardware,19.79,87
MasterCraft Eco Screw,Fasteners,7.15,81
Voltix Galvanized Hinge 10mm,Hardware,7.18,11
ProFix Galvanized Interior Paint (L),Paint & Adhesives,63.17,55
MasterCraft Quick-Fit Safety Glasses,Safety,8.02,198
MasterCraft Galvanized Teflon Tape 10mm,Plumbing,54.09,24
MasterCraft Stainless Garden Fork,Garden,103.1,32
MasterCraft Premium Hammer,Tools,9.15,8
ToolMight Industrial Work Gloves 1/4inch,Safety,36.09,66
ProFix Heavy-Duty Handsaw 250mm,Tools,38.58,27
Voltix Compact Interior Paint (L),Paint & Adhesives,26.52,21
HardPro Multi-Purpose Nut 25mm,Fasteners,11.4,124
AquaFlow Quick-Fit Ball Valve,Plumbing,39.86,43
AquaFlow Precision Lockset 250mm,Hardware,12.71,16
SureGrip Galvanized Hose Connector,Plumbing,116.29,44
ProFix Precision Tap Washer,Plumbing,61.74,71
Voltix Quick-Fit Exterior Paint (L),Paint & Adhesives,6.3,3
ToolMight Stainless Nut,Fasteners,11.83,58
BrightBuild Premium Ear Protection,Safety,19.66,44
AquaFlow Premium Angle Grinder 25mm,Power Tools,98.05,16
SureGrip Eco Lockset,Hardware,14.23,77
ProFix Multi-Purpose Exterior Paint (L),Paint & Adhesives,26.27,40
HardPro Industrial Sandpaper Pack 300mm,Consumables,21.39,179
HardPro Precision Bolt 10mm,Fasteners,2.97,97
AquaFlow Compact Tap Washer,Plumbing,63.09,42
MasterCraft Precision Epoxy (ml),Paint & Adhesives,33.58,7
HardPro Heavy-Duty Zip Ties Pack,Consumables,8.88,355
BrightBuild Precision Socket Outlet,Electrical,59.24,100
AquaFlow Compact Garden Fork,Garden,96.96,23
IronWorks Galvanized Ball Valve,Plumbing,6.44,27
MasterCraft Eco Lockset 300mm,Hardware,48.43,90
IronWorks Heavy-Duty Adjustable Wrench,Tools,58.94,35
BrightBuild Industrial Garden Fork,Garden,9.41,55
ToolMight Multi-Purpose Wood Glue (ml),Paint & Adhesives,42.91,17
HardPro Compact Sandpaper Pack 1/4inch,Consumables,5.56,308
ProFix Industrial Sandpaper Pack,Consumables,17.51,175
ProFix Heavy-Duty Pipe (m),Plumbing,82.75,59
SecureHold Galvanized Sprayer 300mm,Garden,113.39,39
ProFix Premium Screw 16mm,Fasteners,6.09,189
HardPro Industrial Ball Valve,Plumbing,82.82,67
MasterCraft Premium Exterior Paint (L),Paint & Adhesives,12.32,17
HardPro Heavy-Duty Nut 1/4inch,Fasteners,5.73,186
ToolMight Heavy-Duty Anchor,Fasteners,16.35,159
MasterCraft Quick-Fit Washer,Fasteners,18.88,110
ProFix Compact LED Bulb,Electrical,50.64,25
Voltix Industrial Wood Glue (ml),Paint & Adhesives,4.55,43
HardPro Stainless Handsaw,Tools,134.35,42
ProFix Quick-Fit Door Handle 25mm,Hardware,4.68,31
Voltix Industrial Lockset 1/4inch,Hardware,29.57,10
SecureHold Precision Interior Paint (L),Paint & Adhesives,53.38,22
MasterCraft Galvanized Impact Driver,Power Tools,328.09,8
ToolMight Premium Zip Ties Pack 32mm,Consumables,2.45,267
IronWorks Eco Cable Clips Pack 16mm,Consumables,11.59,95
HardPro Premium Nails Pack,Consumables,23.41,87
AquaFlow Multi-Purpose Sprayer,Garden,145.5,25
SureGrip Eco Ear Protection 1/2inch,Safety,2.64,92
SecureHold Quick-Fit Dust Mask,Safety,25.12,46
IronWorks Multi-Purpose Anchor 300mm,Fasteners,4.57,109
SecureHold Galvanized Exterior Paint (L),Paint & Adhesives,5.45,39
SureGrip Eco Nails Pack,Consumables,16.73,201
IronWorks Galvanized Utility Knife 32mm,Tools,78.2,58
ProFix Heavy-Duty Garden Fork 1/4inch,Garden,86.43,49
ProFix Multi-Purpose Pipe (m),Plumbing,7.19,43
ToolMight Eco Teflon Tape,Plumbing,12.4,19
HardPro Industrial LED Bulb 1/4inch,Electrical,48.68,17
BrightBuild Compact Hose Reel,Garden,72.73,37
MasterCraft Precision Tap Washer 300mm,Plumbing,33.79,73
SecureHold Quick-Fit Teflon Tape,Plumbing,28.09,55
ProFix Stainless Dust Mask 20mm,Safety,43.93,139
ProFix Heavy-Duty Jigsaw,Power Tools,142.49,10
HardPro Multi-Purpose Zip Ties Pack,Consumables,29.32,385
HardPro Premium Hammer,Tools,52.04,20
SecureHold Multi-Purpose Chisel,Tools,118.89,22
AquaFlow Eco Tap Washer,Plumbing,40.66,6
AquaFlow Galvanized Switch 12mm,Electrical,14.45,96
AquaFlow Industrial Silicone Sealant (ml),Paint & Adhesives,40.17,45
SecureHold Quick-Fit LED Bulb,Electrical,11.34,69
SecureHold Galvanized Zip Ties Pack,Consumables,25.41,307
IronWorks Galvanized Garden Fork 20mm,Garden,91.64,58
HardPro Premium Nails Pack 20mm,Consumables,13.95,360
BrightBuild Compact Work Gloves 1/4inch,Safety,64.41,192
SureGrip Quick-Fit Wire (m),Electrical,66.96,37
AquaFlow Premium Cable Clips Pack,Consumables,10.98,159
ToolMight Eco Washer 25mm,Fasteners,5.25,189
ProFix Industrial Hammer,Tools,110.18,22
Voltix Heavy-Duty Hose Connector,Plumbing,96.8,13
AquaFlow Stainless Hose Connector 1/2inch,Plumbing,41.17,16
HardPro Galvanized Sandpaper Pack,Consumables,29.06,177
SecureHold Compact Pipe (m),Plumbing,55.33,16
BrightBuild Precision Dust Mask 250mm,Safety,17.85,83
BrightBuild Quick-Fit Tap Washer,Plumbing,28.27,52
SureGrip Precision Sandpaper Pack 12mm,Consumables,11.26,31
Voltix Eco Ear Protection,Safety,73.4,37
SureGrip Compact Jigsaw,Power Tools,105.15,3
ToolMight Stainless Utility Knife,Tools,6.08,59
ProFix Eco Door Handle 1/2inch,Hardware,47.22,56
ToolMight Multi-Purpose Lockset,Hardware,17.25,55
IronWorks Stainless Chisel 20mm,Tools,14.73,30
MasterCraft Eco Pruning Shears 12mm,Garden,85.1,6
SureGrip Compact Interior Paint (L),Paint & Adhesives,33.47,52
SecureHold Heavy-Duty Utility Knife,Tools,30.32,43
ToolMight Multi-Purpose Cabinet Knob,Hardware,38.62,55
SecureHold Galvanized Tap Washer 16mm,Plumbing,94.46,14
BrightBuild Heavy-Duty Door Handle,Hardware,32.61,88
SureGrip Galvanized Pliers,Tools,90.53,16
AquaFlow Heavy-Duty Silicone Sealant (ml),Paint & Adhesives,17.29,15
IronWorks Heavy-Duty Hose Connector 300mm,Plumbing,54.98,61
HardPro Eco Switch,Electrical,36.6,48
BrightBuild Eco Epoxy (ml),Paint & Adhesives,26.7,19
Voltix Galvanized Drill,Power Tools,509.94,10
BrightBuild Galvanized Cabinet Knob,Hardware,87.9,64
MasterCraft Multi-Purpose Circuit Breaker,Electrical,51.92,41
Voltix Eco LED Bulb 32mm,Electrical,68.86,101
BrightBuild Stainless Hose Connector 10mm,Plumbing,55.95,25
HardPro Galvanized Pipe (m),Plumbing,57.66,73
HardPro Eco Screw 1/4inch,Fasteners,15.37,198
SecureHold Industrial Tape Measure,Tools,33.65,49
BrightBuild Eco Dust Mask,Safety,22.04,131
ToolMight Stainless Safety Glasses 25mm,Safety,25.63,132
SecureHold Industrial Nails Pack,Consumables,14.9,135
IronWorks Premium Exterior Paint (L),Paint & Adhesives,28.95,70
IronWorks Industrial Pipe (m),Plumbing,8.97,36
ToolMight Stainless Ball Valve 1/2inch,Plumbing,25.2,36
Voltix Eco Cable Clips Pack 10mm,Consumables,16.48,460
HardPro Premium Chisel,Tools,52.89,48
AquaFlow Compact Sprayer 16mm,Garden,130.23,37
IronWorks Galvanized Switch 250mm,Electrical,35.82,30
SecureHold Industrial Cable Clips Pack,Consumables,11.21,250
SureGrip Precision Epoxy (ml),Paint & Adhesives,25.01,35
BrightBuild Heavy-Duty Wood Glue (ml),Paint & Adhesives,58.7,63
SureGrip Eco Bolt 300mm,Fasteners,12.05,155
SecureHold Precision Socket Outlet,Electrical,34.58,99
BrightBuild Eco Door Handle 1/2inch,Hardware,57.72,11
ProFix Quick-Fit Hose Reel 1/4inch,Garden,15.46,10
SecureHold Quick-Fit Pruning Shears,Garden,121.17,14
BrightBuild Eco Cable Clips Pack,Consumables,21.55,354
Voltix Industrial Tap Washer 16mm,Plumbing,53.05,31
ToolMight Stainless Teflon Tape,Plumbing,5.62,31
ProFix Eco Circular Saw,Power Tools,326.26,21
BrightBuild Multi-Purpose Door Handle 12mm,Hardware,3.35,13
ToolMight Premium Drill,Power Tools,51.9,6
ProFix Heavy-Duty Safety Glasses,Safety,58.07,38
ProFix Eco Switch 32mm,Electrical,27.38,86
SecureHold Stainless Pruning Shears 20mm,Garden,74.8,33
SecureHold Industrial Silicone Sealant (ml),Paint & Adhesives,43.98,13
SureGrip Compact Screwdriver Set 25mm,Tools,85.76,47
Voltix Heavy-Duty LED Bulb,Electrical,18.16,54
Voltix Multi-Purpose Teflon Tape,Plumbing,86.88,75
MasterCraft Industrial Dust Mask 32mm,Safety,46.64,151
AquaFlow Stainless Tape Measure,Tools,71.1,8
BrightBuild Quick-Fit Garden Fork,Garden,115.96,30
ToolMight Heavy-Duty Teflon Tape 250mm,Plumbing,16.17,13
SureGrip Stainless Bolt,Fasteners,2.72,120
SureGrip Galvanized LED Bulb,Electrical,39.11,94
ToolMight Galvanized Ear Protection 32mm,Safety,12.87,84
AquaFlow Galvanized Pipe (m),Plumbing,43.49,40
ToolMight Quick-Fit Wood Glue (ml),Paint & Adhesives,7.91,65
Voltix Precision Sprayer,Garden,132.45,48
SureGrip Multi-Purpose Sandpaper Pack 1/2inch,Consumables,12.41,188
ToolMight Multi-Purpose Hammer,Tools,33.53,55
IronWorks Quick-Fit Circuit Breaker,Electrical,63.21,49
MasterCraft Multi-Purpose Utility Knife,Tools,78.94,17
ToolMight Quick-Fit Zip Ties Pack,Consumables,20.14,223
SureGrip Galvanized LED Bulb,Electrical,50.52,116
IronWorks Premium Teflon Tape,Plumbing,4.88,79
Voltix Multi-Purpose Angle Grinder,Power Tools,190.02,24
AquaFlow Precision Ball Valve 250mm,Plumbing,73.56,11
Voltix Eco Ear Protection,Safety,57.03,80
ToolMight Heavy-Duty Cable Clips Pack,Consumables,13.64,412
Voltix Industrial Pruning Shears,Garden,33.87,14
ProFix Eco LED Bulb 12mm,Electrical,52.92,65
HardPro Galvanized Exterior Paint (L),Paint & Adhesives,8.63,50
SecureHold Heavy-Duty Hammer 1/4inch,Tools,87.16,48
Voltix Industrial Circuit Breaker 1/2inch,Electrical,18.83,49
MasterCraft Industrial Exterior Paint (L),Paint & Adhesives,14.72,17
MasterCraft Industrial Garden Fork,Garden,139.16,9
MasterCraft Industrial Sprayer,Garden,62.06,33
SureGrip Compact Cable Clips Pack,Consumables,16.15,398
AquaFlow Heavy-Duty Screw,Fasteners,5.3,104
HardPro Stainless Pliers,Tools,27.57,57
SecureHold Multi-Purpose Door Handle,Hardware,63.22,88
SureGrip Heavy-Duty Epoxy (ml),Paint & Adhesives,43.36,31
MasterCraft Galvanized Adjustable Wrench,Tools,29.61,11
SureGrip Premium Screwdriver Set,Tools,19.05,44
HardPro Stainless Lockset,Hardware,33.05,49
IronWorks Heavy-Duty Ear Protection,Safety,27.38,51
AquaFlow Industrial Extension Lead 12mm,Electrical,56.42,114
Voltix Galvanized Impact Driver,Power Tools,167.45,17
ToolMight Industrial Cable Clips Pack,Consumables,5.4,241
SecureHold Heavy-Duty Epoxy (ml),Paint & Adhesives,10.9,52
BrightBuild Industrial Dust Mask,Safety,60.83,114
ToolMight Premium Lockset 12mm,Hardware,42.31,60
HardPro Heavy-Duty LED Bulb 300mm,Electrical,76.95,26
BrightBuild Precision Work Gloves,Safety,51.94,26
Voltix Industrial Lockset,Hardware,14.75,65
IronWorks Galvanized Exterior Paint (L),Paint & Adhesives,32.06,26
ProFix Eco Dust Mask,Safety,79.3,92
MasterCraft Industrial Silicone Sealant (ml),Paint & Adhesives,51.3,43
ProFix Premium LED Bulb 1/2inch,Electrical,19.29,83
ToolMight Multi-Purpose Bolt,Fasteners,7.94,116
IronWorks Eco Hose Reel 1/2inch,Garden,17.95,12
IronWorks Galvanized Sandpaper Pack 10mm,Consumables,19.42,48
IronWorks Galvanized Switch 12mm,Electrical,22.38,33
ToolMight Precision Work Gloves,Safety,11.71,68
SureGrip Precision Socket Outlet,Electrical,30.61,18
BrightBuild Heavy-Duty Ear Protection 1/2inch,Safety,52.49,125
HardPro Industrial Lockset 1/2inch,Hardware,37.09,64
HardPro Stainless Safety Glasses,Safety,30.24,48
SecureHold Premium Sandpaper Pack 1/2inch,Consumables,19.44,456
HardPro Heavy-Duty Socket Outlet,Electrical,35.93,90
Voltix Multi-Purpose Silicone Sealant (ml),Paint & Adhesives,51.87,29
IronWorks Industrial Lockset,Hardware,24.69,36
Voltix Eco Work Gloves 12mm,Safety,41.85,80
BrightBuild Heavy-Duty Wire (m),Electrical,30.02,115
Voltix Precision Pipe (m),Plumbing,45.77,42
ProFix Multi-Purpose Screw,Fasteners,13.55,122
Voltix Stainless Socket Outlet,Electrical,45.25,117
ToolMight Industrial Anchor,Fasteners,0.96,142
BrightBuild Galvanized Lockset 12mm,Hardware,17.38,38
IronWorks Heavy-Duty Tap Washer 20mm,Plumbing,94.6,42
ProFix Multi-Purpose Work Gloves 300mm,Safety,42.76,170
ToolMight Compact Zip Ties Pack,Consumables,17.97,282
IronWorks Stainless Drill 12mm,Power Tools,245.13,22
Voltix Compact Ball Valve,Plumbing,41.13,66
Voltix Compact Garden Fork 12mm,Garden,61.67,16
SureGrip Industrial Pipe (m),Plumbing,4.62,8
SecureHold Heavy-Duty Work Gloves 20mm,Safety,43.76,19
SureGrip Eco Ear Protection 10mm,Safety,62.39,70
ProFix Heavy-Duty Ear Protection,Safety,64.53,195
AquaFlow Stainless Hose Reel,Garden,63.73,30
Voltix Compact Adjustable Wrench 32mm,Tools,66.29,52
Voltix Stainless Switch,Electrical,86.09,97
HardPro Galvanized Cabinet Knob,Hardware,51.71,24
ProFix Quick-Fit Pipe (m),Plumbing,24.87,42
IronWorks Stainless Screwdriver Set 1/2inch,Tools,58.3,44
ProFix Eco Sandpaper Pack,Consumables,28.32,33
ProFix Eco Drill,Power Tools,308.66,24
IronWorks Precision Ear Protection 16mm,Safety,42.15,74
MasterCraft Quick-Fit Cable Clips Pack 1/2inch,Consumables,0.79,433
SureGrip Heavy-Duty Socket Outlet 32mm,Electrical,46.07,13
HardPro Industrial Ear Protection 250mm,Safety,6.96,131
AquaFlow Premium Impact Driver 16mm,Power Tools,187.77,3
IronWorks Stainless Hose Connector 1/4inch,Plumbing,15.26,32
HardPro Eco Teflon Tape 16mm,Plumbing,97.74,77
IronWorks Multi-Purpose LED Bulb,Electrical,6.59,120
SecureHold Eco Tap Washer,Plumbing,65.49,23
BrightBuild Compact Washer 32mm,Fasteners,6.43,196
HardPro Industrial Extension Lead,Electrical,50.29,40
IronWorks Industrial Zip Ties Pack 32mm,Consumables,9.22,205
AquaFlow Industrial Garden Fork,Garden,28.62,18
HardPro Compact Jigsaw,Power Tools,192.55,19
ToolMight Quick-Fit Cable Clips Pack 10mm,Consumables,21.64,55
MasterCraft Quick-Fit Silicone Sealant (ml),Paint & Adhesives,14.51,58
IronWorks Premium Tap Washer,Plumbing,25.56,7
MasterCraft Precision LED Bulb,Electrical,9.23,95
SureGrip Precision Silicone Sealant (ml),Paint & Adhesives,22.65,37
HardPro Multi-Purpose Tap Washer 10mm,Plumbing,52.81,45
SureGrip Compact Door Handle,Hardware,48.98,51
ProFix Eco Circular Saw,Power Tools,238.02,8
SureGrip Industrial Screw,Fasteners,1.79,97
SureGrip Compact Ball Valve,Plumbing,77.34,35
IronWorks Precision Screw 12mm,Fasteners,4.46,93
AquaFlow Heavy-Duty Silicone Sealant (ml),Paint & Adhesives,11.56,25
IronWorks Stainless Hammer 1/4inch,Tools,42.2,55
Voltix Multi-Purpose Zip Ties Pack,Consumables,11.01,211
BrightBuild Eco Bolt,Fasteners,4.71,162
HardPro Multi-Purpose Epoxy (ml),Paint & Adhesives,59.16,52
MasterCraft Precision Angle Grinder,Power Tools,93.76,24
ToolMight Heavy-Duty Pruning Shears,Garden,125.48,51
SureGrip Quick-Fit Work Gloves,Safety,40.04,60
Voltix Multi-Purpose Handsaw,Tools,52.11,5
SecureHold Heavy-Duty Handsaw,Tools,31.28,35
Voltix Quick-Fit Silicone Sealant (ml),Paint & Adhesives,40.92,34
ProFix Multi-Purpose Teflon Tape 250mm,Plumbing,6.25,36
SecureHold Galvanized Dust Mask,Safety,49.43,120
SureGrip Eco Extension Lead 32mm,Electrical,65.69,30
BrightBuild Precision Cable Clips Pack,Consumables,3.7,261
ProFix Stainless Socket Outlet,Electrical,89.13,88
IronWorks Stainless Washer,Fasteners,9.42,181
HardPro Precision Pliers,Tools,129.11,20
BrightBuild Premium Exterior Paint (L),Paint & Adhesives,53.75,43
IronWorks Eco Cable Clips Pack,Consumables,10.3,45
ToolMight Multi-Purpose Bolt,Fasteners,8.85,97
SecureHold Compact Washer 32mm,Fasteners,3.19,145
ProFix Galvanized Lockset,Hardware,73.96,30
ProFix Eco Jigsaw,Power Tools,422.15,21
